# gapseq version: 1.2 0d0123e
# Transporter sequence DB md5sum: b99a77e (2022-02-04)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|Q8NKC4|2.A.3.10.18	2.A.3.10.18	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|Q8NKC4|2.A.3.10.18	27.872	8.47e-48	169	83	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	11	449	transporter
gnl|TC-DB|Q8NKC4|2.A.3.10.18	2.A.3.10.18	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|Q8NKC4|2.A.3.10.18	27.872	8.47e-48	169	83	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	11	449	transporter
gnl|TC-DB|Q8NKC4|2.A.3.10.18	2.A.3.10.18	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|Q8NKC4|2.A.3.10.18	27.872	8.47e-48	169	83	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	11	449	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	gamma-aminobutyric acid	EX_cpd00281_e0	rxn05564,rxn08027,rxn12377,rxn34350,rxn34477	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	L-isoleucine	EX_cpd00322_e0	rxn05241,rxn05244,rxn08746,rxn13321,rxn13322,rxn29051,rxn34385,rxn34507	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|Q59YT0|2.A.3.10.24	2.A.3.10.2	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|Q59YT0|2.A.3.10.24	33.548	1.65e-76	246	79	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	14	458	transporter
gnl|TC-DB|P43059|2.A.3.10.20	2.A.3.10.20	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P43059|2.A.3.10.20	31.236	1.12e-59	201	77	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	1	425	transporter
gnl|TC-DB|P43059|2.A.3.10.20	2.A.3.10.20	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P43059|2.A.3.10.20	31.236	1.12e-59	201	77	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	1	425	transporter
gnl|TC-DB|P43059|2.A.3.10.20	2.A.3.10.20	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P43059|2.A.3.10.20	31.236	1.12e-59	201	77	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	1	425	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	L-isoleucine	EX_cpd00322_e0	rxn05241,rxn05244,rxn08746,rxn13321,rxn13322,rxn29051,rxn34385,rxn34507	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|Q2VQZ4|2.A.3.10.22	2.A.3.10.22	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|Q2VQZ4|2.A.3.10.22	31.311	1.04e-63	211	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	8	409	transporter
gnl|TC-DB|P15380|2.A.3.10.3	2.A.3.10.3	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|P15380|2.A.3.10.3	26.611	6.15e-50	176	76	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	11	458	transporter
gnl|TC-DB|P38085|2.A.3.10.9	2.A.3.10.9	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|P38085|2.A.3.10.9	28.512	5.50e-60	203	77	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	3	458	transporter
gnl|TC-DB|P38085|2.A.3.10.9	2.A.3.10.9	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|P38085|2.A.3.10.9	28.512	5.50e-60	203	77	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	3	458	transporter
gnl|TC-DB|P38085|2.A.3.10.9	2.A.3.10.9	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|P38085|2.A.3.10.9	28.512	5.50e-60	203	77	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	3	458	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	L-methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.1	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|Q47689|2.A.3.1.10	2.A.3.1.10	L-methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|Q47689|2.A.3.1.10	53.761	1.73e-174	493	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	4	453	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.11	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P39137|2.A.3.1.11	52.643	2.31e-176	498	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	5	457	transporter
gnl|TC-DB|O07002|2.A.3.11.1	2.A.3.11.1	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|O07002|2.A.3.11.1	25.586	2.34e-22	95.5	85	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	12	461	transporter
gnl|TC-DB|O07002|2.A.3.11.1	2.A.3.11.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|O07002|2.A.3.11.1	25.586	2.34e-22	95.5	85	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	12	461	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|Q46065|2.A.3.1.12	33.257	6.02e-69	223	93	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	7	438	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|Q46065|2.A.3.1.12	33.257	6.02e-69	223	93	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	7	438	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|Q46065|2.A.3.1.12	33.257	6.02e-69	223	93	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	7	438	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|Q46065|2.A.3.1.12	33.257	6.02e-69	223	93	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	7	438	transporter
gnl|TC-DB|P76037|2.A.3.1.13	2.A.3.1.13	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P76037|2.A.3.1.13	20.602	1.25e-12	65.1	86	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	13	422	transporter
gnl|TC-DB|P0AA47|2.A.3.1.14	2.A.3.1.14	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P0AA47|2.A.3.1.14	22.090	6.32e-16	75.1	88	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	12	422	transporter
gnl|TC-DB|M1IW84|2.A.3.1.17	2.A.3.1.17	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|M1IW84|2.A.3.1.17	22.553	1.47e-12	65.5	76	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	8	438	transporter
gnl|TC-DB|M1IW84|2.A.3.1.17	2.A.3.1.17	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|M1IW84|2.A.3.1.17	22.553	1.47e-12	65.5	76	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	8	438	transporter
gnl|TC-DB|M1IW84|2.A.3.1.17	2.A.3.1.17	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|M1IW84|2.A.3.1.17	22.553	1.47e-12	65.5	76	WP_022097091.1 amino acid permease [Streptococcus thermophilus]	8	438	transporter
gnl|TC-DB|K7VV21|2.A.3.1.18	2.A.3.1.18	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|K7VV21|2.A.3.1.18	36.943	5.27e-103	312	95	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	2	449	transporter
gnl|TC-DB|K7WL41|2.A.3.1.19	2.A.3.1.19	Lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|K7WL41|2.A.3.1.19	35.837	4.34e-95	291	97	WP_100273543.1 amino acid permease [Streptococcus thermophilus]	7	456	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	asparagine	EX_cpd00132_e0	rxn05508,rxn08161,rxn09782,rxn13229,rxn13230,rxn34455,rxn34491	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.2	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ24|2.A.3.1.20	48.465	8.20e-168	476	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	8	463	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|F2HQ25|2.A.3.1.21	47.712	2.23e-157	450	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	10	460	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ25|2.A.3.1.21	47.712	2.23e-157	450	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	10	460	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|F2HQ25|2.A.3.1.21	47.712	2.23e-157	450	99	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	10	460	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|F2HN33|2.A.3.1.22	30.521	6.19e-61	201	88	WP_111679347.1 amino acid permease [Streptococcus thermophilus]	13	404	transporter
