# gapseq version: 1.2 0f03bf3
# Transporter sequence DB md5sum: b99a77e (2022-02-04)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P96704|2.A.3.1.16	2.A.3.1.1	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|P96704|2.A.3.1.16	40.308	4.50e-131	382	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	453	transporter
gnl|TC-DB|P96704|2.A.3.1.16	2.A.3.1.1	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P96704|2.A.3.1.16	40.308	4.50e-131	382	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	453	transporter
gnl|TC-DB|P96704|2.A.3.1.16	2.A.3.1.1	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|P96704|2.A.3.1.16	40.308	4.50e-131	382	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	453	transporter
gnl|TC-DB|P96704|2.A.3.1.16	2.A.3.1.1	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|P96704|2.A.3.1.16	40.308	4.50e-131	382	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	453	transporter
gnl|TC-DB|Q47689|2.A.3.1.10	2.A.3.1.10	L-methionine	EX_cpd00060_e0	rxn05615,rxn09672,rxn09738	gnl|TC-DB|Q47689|2.A.3.1.10	29.614	3.68e-66	215	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|P39137|2.A.3.1.11	2.A.3.1.11	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P39137|2.A.3.1.11	29.870	4.41e-67	218	98	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	3	456	transporter
gnl|TC-DB|O07002|2.A.3.11.1	2.A.3.11.1	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|O07002|2.A.3.11.1	25.115	9.44e-17	77.8	80	WP_011543696.1 amino acid permease [Lactobacillus delbrueckii]	1	399	transporter
gnl|TC-DB|O07002|2.A.3.11.1	2.A.3.11.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|O07002|2.A.3.11.1	25.115	9.44e-17	77.8	80	WP_011543696.1 amino acid permease [Lactobacillus delbrueckii]	1	399	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|Q46065|2.A.3.1.12	28.285	1.72e-55	187	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	444	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|Q46065|2.A.3.1.12	28.285	1.72e-55	187	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	444	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|Q46065|2.A.3.1.12	28.285	1.72e-55	187	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	444	transporter
gnl|TC-DB|Q46065|2.A.3.1.12	2.A.3.1.12	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|Q46065|2.A.3.1.12	28.285	1.72e-55	187	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	444	transporter
gnl|TC-DB|P0AA47|2.A.3.1.14	2.A.3.1.14	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P0AA47|2.A.3.1.14	21.287	9.22e-08	49.7	81	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	60	440	transporter
gnl|TC-DB|M1IW84|2.A.3.1.17	2.A.3.1.17	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|M1IW84|2.A.3.1.17	38.657	1.85e-102	312	77	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	426	transporter
gnl|TC-DB|M1IW84|2.A.3.1.17	2.A.3.1.17	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|M1IW84|2.A.3.1.17	38.657	1.85e-102	312	77	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	426	transporter
gnl|TC-DB|M1IW84|2.A.3.1.17	2.A.3.1.17	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|M1IW84|2.A.3.1.17	38.657	1.85e-102	312	77	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	426	transporter
gnl|TC-DB|K7VV21|2.A.3.1.18	2.A.3.1.18	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|K7VV21|2.A.3.1.18	30.472	6.73e-58	194	94	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	13	458	transporter
gnl|TC-DB|K7WL41|2.A.3.1.19	2.A.3.1.19	Lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|K7WL41|2.A.3.1.19	35.854	1.93e-64	211	83	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	6	404	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	asparagine	EX_cpd00132_e0	rxn05508,rxn08161,rxn09782,rxn13229,rxn13230,rxn34455,rxn34491	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	lysine	EX_cpd00039_e0	rxn05305,rxn08854,rxn08855,rxn09674,rxn09740,rxn12378,rxn13343,rxn10834,rxn33297	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.2	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|F2HQ24|2.A.3.1.20	43.459	8.96e-130	379	98	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	3	453	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|F2HQ24|2.A.3.1.20	43.459	8.96e-130	379	98	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	3	453	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|F2HQ24|2.A.3.1.20	43.459	8.96e-130	379	98	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	3	453	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	L-alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|F2HQ24|2.A.3.1.20	43.459	8.96e-130	379	98	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	3	453	transporter
gnl|TC-DB|F2HQ24|2.A.3.1.20	2.A.3.1.20	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ24|2.A.3.1.20	43.459	8.96e-130	379	98	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	3	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-cysteine	EX_cpd00084_e0	rxn09690	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HQ25|2.A.3.1.21	2.A.3.1.21	L-threonine	EX_cpd00161_e0	rxn05300,rxn09304,rxn09305,rxn09306,rxn09710,rxn10186,rxn12456,rxn13747,rxn34409,rxn34410,rxn34535	gnl|TC-DB|F2HQ25|2.A.3.1.21	44.685	5.85e-133	387	99	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	1	453	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|F2HN33|2.A.3.1.22	29.847	1.17e-55	187	87	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	11	390	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|F2HN33|2.A.3.1.22	29.847	1.17e-55	187	87	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	11	390	transporter
gnl|TC-DB|F2HN33|2.A.3.1.22	2.A.3.1.22	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|F2HN33|2.A.3.1.22	29.847	1.17e-55	187	87	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	11	390	transporter
gnl|TC-DB|P0AAE2|2.A.3.1.23	2.A.3.1.23	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|P0AAE2|2.A.3.1.23	37.313	5.99e-88	271	87	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	5	402	transporter
gnl|TC-DB|P77610|2.A.3.1.24	2.A.3.1.24	asparagine	EX_cpd00132_e0	rxn05508,rxn08161,rxn09782,rxn13229,rxn13230,rxn34455,rxn34491	gnl|TC-DB|P77610|2.A.3.1.24	31.678	7.41e-77	244	84	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	7	423	transporter
gnl|TC-DB|BAV22301.1|2.A.3.1.25	2.A.3.1.25	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|BAV22301.1|2.A.3.1.25	41.419	1.16e-113	338	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	14	441	transporter
gnl|TC-DB|BAV22301.1|2.A.3.1.25	2.A.3.1.25	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|BAV22301.1|2.A.3.1.25	41.419	1.16e-113	338	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	14	441	transporter
gnl|TC-DB|BAV22301.1|2.A.3.1.25	2.A.3.1.25	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|BAV22301.1|2.A.3.1.25	41.419	1.16e-113	338	95	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	14	441	transporter
gnl|TC-DB|P15993|2.A.3.1.3	2.A.3.1.3	phenylalanine	EX_cpd00066_e0	rxn05306,rxn09117,rxn09724,rxn12449	gnl|TC-DB|P15993|2.A.3.1.3	34.848	6.31e-91	279	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	1	454	transporter
gnl|TC-DB|P15993|2.A.3.1.3	2.A.3.1.3	tryptophan	EX_cpd00065_e0	rxn05663,rxn09326,rxn09709,rxn12458,rxn34411	gnl|TC-DB|P15993|2.A.3.1.3	34.848	6.31e-91	279	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	1	454	transporter
gnl|TC-DB|P15993|2.A.3.1.3	2.A.3.1.3	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|P15993|2.A.3.1.3	34.848	6.31e-91	279	99	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	1	454	transporter
gnl|TC-DB|Q8E8U1|2.A.3.13.3	2.A.3.13.3	L-leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|Q8E8U1|2.A.3.13.3	22.340	7.20e-07	46.6	81	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	29	397	transporter
gnl|TC-DB|P25527|2.A.3.1.4	2.A.3.1.4	gamma-aminobutyric acid	EX_cpd00281_e0	rxn05564,rxn08027,rxn12377,rxn34350,rxn34477	gnl|TC-DB|P25527|2.A.3.1.4	27.400	5.68e-57	191	90	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	14	432	transporter
gnl|TC-DB|P46349|2.A.3.1.5	2.A.3.1.5	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P46349|2.A.3.1.5	33.102	2.17e-71	229	90	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	5	430	transporter
gnl|TC-DB|P46349|2.A.3.1.5	2.A.3.1.5	gamma-aminobutyric acid	EX_cpd00281_e0	rxn05564,rxn08027,rxn12377,rxn34350,rxn34477	gnl|TC-DB|P46349|2.A.3.1.5	33.102	2.17e-71	229	90	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	5	430	transporter
gnl|TC-DB|P46349|2.A.3.1.5	2.A.3.1.5	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|P46349|2.A.3.1.5	33.102	2.17e-71	229	90	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	5	430	transporter
gnl|TC-DB|P37460|2.A.3.1.6	2.A.3.1.6	proline	EX_cpd00129_e0	rxn05221,rxn05638,rxn09191,rxn09192,rxn12451,rxn34526,rxn34527	gnl|TC-DB|P37460|2.A.3.1.6	37.313	3.13e-87	270	88	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	5	402	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	D-alanine	EX_cpd00117_e0	rxn05494,rxn08301,rxn13660	gnl|TC-DB|P0AAE0|2.A.3.1.7	37.879	1.06e-110	331	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	456	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	D-serine	EX_cpd00550_e0	rxn05649,rxn08372	gnl|TC-DB|P0AAE0|2.A.3.1.7	37.879	1.06e-110	331	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	456	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P0AAE0|2.A.3.1.7	37.879	1.06e-110	331	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	456	transporter
gnl|TC-DB|P0AAE0|2.A.3.1.7	2.A.3.1.7	serine	EX_cpd00054_e0	rxn05307,rxn09246,rxn09247,rxn09714,rxn10185,rxn34404,rxn34405,rxn34530	gnl|TC-DB|P0AAE0|2.A.3.1.7	37.879	1.06e-110	331	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	2	456	transporter
gnl|TC-DB|P40812|2.A.3.1.8	2.A.3.1.8	asparagine	EX_cpd00132_e0	rxn05508,rxn08161,rxn09782,rxn13229,rxn13230,rxn34455,rxn34491	gnl|TC-DB|P40812|2.A.3.1.8	32.388	1.49e-79	251	85	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	7	423	transporter
gnl|TC-DB|O31199|2.A.3.1.9	2.A.3.1.9	histidine	EX_cpd00119_e0	rxn05299,rxn08719,rxn09744,rxn13314,rxn34384	gnl|TC-DB|O31199|2.A.3.1.9	35.794	1.27e-83	261	94	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	6	445	transporter
gnl|TC-DB|F2HL52|2.A.3.2.10	2.A.3.2.10	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|F2HL52|2.A.3.2.10	23.114	4.22e-06	44.3	78	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	1	374	transporter
gnl|TC-DB|F2HL52|2.A.3.2.10	2.A.3.2.10	ornithine	EX_cpd00064_e0	rxn05628,rxn09731,rxn29084,rxn29085	gnl|TC-DB|F2HL52|2.A.3.2.10	23.114	4.22e-06	44.3	78	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	1	374	transporter
gnl|TC-DB|F2HL56|2.A.3.2.11	2.A.3.2.11	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|F2HL56|2.A.3.2.11	20.513	5.24e-05	41.2	80	WP_011543696.1 amino acid permease [Lactobacillus delbrueckii]	2	389	transporter
gnl|TC-DB|F2HL56|2.A.3.2.11	2.A.3.2.11	ornithine	EX_cpd00064_e0	rxn05628,rxn09731,rxn29084,rxn29085	gnl|TC-DB|F2HL56|2.A.3.2.11	20.513	5.24e-05	41.2	80	WP_011543696.1 amino acid permease [Lactobacillus delbrueckii]	2	389	transporter
gnl|TC-DB|P60061|2.A.3.2.5	2.A.3.2.5	agmatine	EX_cpd00152_e0	rxn12597	gnl|TC-DB|P60061|2.A.3.2.5	23.077	2.25e-10	57.8	86	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	7	394	transporter
gnl|TC-DB|P60061|2.A.3.2.5	2.A.3.2.5	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|P60061|2.A.3.2.5	23.077	2.25e-10	57.8	86	WP_011544162.1 amino acid permease [Lactobacillus delbrueckii]	7	394	transporter
gnl|TC-DB|s6ex81|2.A.3.3.23	2.A.3.3.23	leucine	EX_cpd00107_e0	rxn05240,rxn05243,rxn08785,rxn13339,rxn13340,rxn29053,rxn29140,rxn34387,rxn34508	gnl|TC-DB|s6ex81|2.A.3.3.23	22.388	4.09e-15	72.8	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	453	transporter
gnl|TC-DB|s6ex81|2.A.3.3.23	2.A.3.3.23	L-isoleucine	EX_cpd00322_e0	rxn05241,rxn05244,rxn08746,rxn13321,rxn13322,rxn29051,rxn34385,rxn34507	gnl|TC-DB|s6ex81|2.A.3.3.23	22.388	4.09e-15	72.8	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	453	transporter
gnl|TC-DB|s6ex81|2.A.3.3.23	2.A.3.3.23	valine	EX_cpd00156_e0	rxn05242,rxn05669,rxn09374,rxn09707,rxn29052,rxn34418,rxn05245,rxn29139,rxn33518,rxn33520	gnl|TC-DB|s6ex81|2.A.3.3.23	22.388	4.09e-15	72.8	97	WP_011544190.1 amino acid permease [Lactobacillus delbrueckii]	4	453	transporter
gnl|TC-DB|P32837|2.A.3.4.3	2.A.3.4.3	gamma-aminobutyric acid	EX_cpd00281_e0	rxn05564,rxn08027,rxn12377,rxn34350,rxn34477	gnl|TC-DB|P32837|2.A.3.4.3	20.843	1.2	27.3	75	WP_011543696.1 amino acid permease [Lactobacillus delbrueckii]	1	401	transporter
gnl|TC-DB|P32837|2.A.3.4.3	2.A.3.4.3	putrescine	EX_cpd00118_e0	rxn05687,rxn09215,rxn13392,rxn34402,rxn34528,rxn11263	gnl|TC-DB|P32837|2.A.3.4.3	20.843	1.2	27.3	75	WP_011543696.1 amino acid permease [Lactobacillus delbrueckii]	1	401	transporter
gnl|TC-DB|P27611|2.A.35.1.1	2.A.35.1.1	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P27611|2.A.35.1.1	37.850	6.18e-108	323	92	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	30	456	transporter
gnl|TC-DB|P54571|2.A.35.1.2	2.A.35.1.2	lactate	EX_cpd00159_e0	rxn05602,rxn08794,rxn10818,rxn12365,rxn13334	gnl|TC-DB|P54571|2.A.35.1.2	31.894	9.79e-69	222	89	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	40	448	transporter
gnl|TC-DB|P54571|2.A.35.1.2	2.A.35.1.2	lactate	EX_cpd00221_e0	rxn08350,rxn09772,rxn10171,rxn12366	gnl|TC-DB|P54571|2.A.35.1.2	31.894	9.79e-69	222	89	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	40	448	transporter
gnl|TC-DB|P54571|2.A.35.1.2	2.A.35.1.2	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P54571|2.A.35.1.2	31.894	9.79e-69	222	89	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	40	448	transporter
gnl|TC-DB|P54571|2.A.35.1.2	2.A.35.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P54571|2.A.35.1.2	31.894	9.79e-69	222	89	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	40	448	transporter
gnl|TC-DB|Q838N7|2.A.35.1.3	2.A.35.1.3	tyrosine	EX_cpd00069_e0	rxn05301,rxn09338,rxn09708,rxn09831,rxn12459,rxn13411,rxn13412,rxn34413	gnl|TC-DB|Q838N7|2.A.35.1.3	57.206	0.0	534	97	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	2	452	transporter
gnl|TC-DB|B0R9X2|2.A.35.1.4	2.A.35.1.4	arginine	EX_cpd00051_e0	rxn05303,rxn08154,rxn09783,rxn12437,rxn13228,rxn30457,rxn10840,rxn33718	gnl|TC-DB|B0R9X2|2.A.35.1.4	35.762	7.97e-81	254	93	WP_011544195.1 Na+/H+ antiporter NhaC [Lactobacillus delbrueckii]	2	448	transporter
