# gapseq version: 1.1 2f27651
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY0-1296|	purine ribonucleosides degradation	false	0	0	0	0	
|PWY0-1299|	arginine dependent acid resistance	false	0	0	0	0	
|PWY0-1300|	2-O-&alpha;-mannosyl-D-glycerate degradation	false	50	0	1	0	GKI-RXN 
|PWY0-1301|	melibiose degradation	true	100	0	0	0	ALPHAGALACTOSID-RXN 
|PWY0-1303|	aminopropylcadaverine biosynthesis	false	0	0	1	0	
|PWY0-1305|	L-glutamate degradation IX (via 4-aminobutanoate)	false	0	0	0	0	
|PWY0-1306|	L-galactonate degradation	false	0	0	0	0	
|PWY0-1309|	chitobiose degradation	false	0	0	0	0	
|PWY0-1312|	acetate and ATP formation from acetyl-CoA I	true	100	0	0	0	ACETATEKIN-RXN PHOSACETYLTRANS-RXN 
|PWY0-1313|	acetate conversion to acetyl-CoA	false	0	0	0	0	
|PWY0-1314|	fructose degradation	false	0	0	0	0	
|PWY0-1315|	L-lactaldehyde degradation (anaerobic)	true	100	0	0	0	LACTALDREDUCT-RXN 
|PWY0-1317|	L-lactaldehyde degradation (aerobic)	false	0	0	0	0	
|PWY0-1319|	CDP-diacylglycerol biosynthesis II	false	25	0	0	0	GLYC3PDEHYDROGBIOSYN-RXN 
|PWY0-1321|	nitrate reduction III (dissimilatory)	false	0	0	2	0	
|PWY0-1324|	N-acetylneuraminate and N-acetylmannosamine degradation I	false	0	0	0	0	
|PWY0-1329|	succinate to cytochrome bo oxidase electron transfer	false	50	0	2	1	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN 
|PWY0-1334|	NADH to cytochrome bd oxidase electron transfer I	false	0	0	2	0	
|PWY0-1335|	NADH to cytochrome bo oxidase electron transfer I	false	0	0	2	0	
|PWY0-1336|	NADH to fumarate electron transfer	false	50	1	1	1	R601-RXN 
|PWY0-1337|	oleate &beta;-oxidation	false	2	0	0	0	RXN-9644 
|PWY0-1338|	polymyxin resistance	false	33	1	0	0	RXN0-3521 
|PWY0-1347|	NADH to trimethylamine N-oxide electron transfer	false	0	1	1	0	
|PWY0-1348|	NADH to dimethyl sulfoxide electron transfer	false	0	1	1	0	
|PWY0-1352|	nitrate reduction VIII (dissimilatory)	false	0	1	1	0	
|PWY0-1353|	succinate to cytochrome bd oxidase electron transfer	false	50	0	2	1	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN 
|PWY0-1355|	formate to trimethylamine N-oxide electron transfer	false	0	0	2	0	
|PWY0-1356|	formate to dimethyl sulfoxide electron transfer	false	0	0	2	0	
|PWY0-1391|	S-methyl-5'-thioadenosine degradation IV	true	100	0	0	0	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN 
|PWY0-1433|	tetrahydromonapterin biosynthesis	false	50	1	0	0	GTP-CYCLOHYDRO-I-RXN 
|PWY0-1465|	D-malate degradation	true	100	0	0	0	1.1.1.83-RXN 
|PWY0-1466|	trehalose degradation VI (periplasmic)	false	0	0	0	0	
|PWY0-1471|	uracil degradation III	false	0	0	0	0	
|PWY0-1477|	ethanolamine utilization	false	60	0	1	0	ACETALD-DEHYDROG-RXN PHOSACETYLTRANS-RXN ACETATEKIN-RXN 
|PWY0-1479|	tRNA processing	false	70	0	0	0	RXN0-6478 RXN0-6479 RXN0-6480 RXN0-6482 3.1.26.5-RXN RXN0-6481 RXN0-6485 
|PWY0-1507|	biotin biosynthesis from 8-amino-7-oxononanoate I	false	0	0	1	0	
|PWY0-1517|	sedoheptulose bisphosphate bypass	false	50	0	1	0	SEDOBISALDOL-RXN 
|PWY0-1527|	curcumin degradation	false	0	0	0	0	
|PWY0-1533|	methylphosphonate degradation I	false	0	0	0	0	
|PWY0-1535|	D-serine degradation	false	0	0	0	0	
|PWY0-1544|	proline to cytochrome bo oxidase electron transfer	false	0	0	0	0	
|PWY0-1545|	cardiolipin biosynthesis III	false	0	0	1	0	
|PWY0-1546|	muropeptide degradation	false	0	0	0	0	
|PWY0-1554|	5-(methoxycarbonylmethoxy)uridine biosynthesis	false	0	0	0	0	
|PWY0-1561|	glycerol-3-phosphate to cytochrome bo oxidase electron transfer	false	0	0	0	0	
|PWY0-1565|	D-lactate to cytochrome bo oxidase electron transfer	false	0	0	0	0	
|PWY0-1567|	NADH to cytochrome bo oxidase electron transfer II	false	0	0	0	0	
|PWY0-1568|	NADH to cytochrome bd oxidase electron transfer II	false	0	0	0	0	
|PWY0-1569|	autoinducer AI-2 degradation	false	0	0	0	0	
|PWY0-1573|	nitrate reduction VIIIb (dissimilatory)	false	0	0	0	0	
|PWY0-1576|	hydrogen to fumarate electron transfer	false	50	0	0	0	R601-RXN 
|PWY0-1577|	hydrogen to dimethyl sulfoxide electron transfer	false	0	0	0	0	
|PWY0-1578|	hydrogen to trimethylamine N-oxide electron transfer	false	0	0	0	0	
|PWY0-1581|	nitrate reduction IX (dissimilatory)	false	0	0	0	0	
|PWY0-1582|	glycerol-3-phosphate to fumarate electron transfer	false	50	0	0	0	R601-RXN 
|PWY0-1584|	nitrate reduction X (dissimilatory, periplasmic)	false	0	0	0	0	
|PWY0-1585|	formate to nitrite electron transfer	false	0	0	0	0	
|PWY0-1586|	peptidoglycan maturation (meso-diaminopimelate containing)	false	25	6	0	0	RXN-16650 RXN-16649 RXN-16659 
|PWY0-1587|	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis	false	50	0	0	0	RXN-14570 
|PWY0-1590|	NADH to hydrogen peroxide electron transfer	false	0	1	0	0	
|PWY0-1591|	glycerol-3-phosphate to hydrogen peroxide electron transport	false	0	0	0	0	
|PWY0-1597|	prenylated FMNH2 biosynthesis	false	0	0	0	0	
|PWY0-1599|	periplasmic disulfide bond formation	false	0	1	0	0	
|PWY0-1600|	periplasmic disulfide bond reduction	false	0	1	0	0	
|PWY0-1601|	cadaverine biosynthesis	false	0	0	0	0	
|PWY0-1602|	D-gulosides conversion to D-glucosides	false	0	0	0	0	
|PWY0-301|	L-ascorbate degradation I (bacterial, anaerobic)	false	0	0	1	0	
|PWY0-321|	phenylacetate degradation I (aerobic)	false	0	0	0	0	
|PWY0-42|	2-methylcitrate cycle I	false	20	0	1	0	4.2.1.99-RXN 
|PWY0-43|	conversion of succinate to propanoate	false	0	0	0	0	
|PWY0-44|	D-allose degradation	false	0	0	0	0	
|PWY0-461|	L-lysine degradation I	false	28	0	1	0	RXN0-7317 VAGL-RXN 
|PWY0-501|	lipoate biosynthesis and incorporation I	false	0	0	0	0	
|PWY0-521|	fructoselysine and psicoselysine degradation	false	0	0	0	0	
|PWY0-522|	lipoate salvage I	false	50	0	0	0	RXN-8655 
|PWY0-541|	cyclopropane fatty acid (CFA) biosynthesis	false	0	0	0	0	
|PWY0-662|	PRPP biosynthesis	true	100	0	0	0	PRPPSYN-RXN 
|PWY0-823|	L-arginine degradation III (arginine decarboxylase/agmatinase pathway)	false	0	0	0	0	
|PWY0-862|	(5Z)-dodecenoate biosynthesis I	false	0	0	2	0	
|PWY0-901|	L-selenocysteine biosynthesis I (bacteria)	false	33	0	1	0	RXN0-2161 
|PWY0-981|	taurine degradation IV	false	0	0	0	0	
|PWY-1001|	cellulose biosynthesis	false	0	0	0	0	
|PWY-101|	photosynthesis light reactions	false	25	0	2	0	1.18.1.2-RXN 
|PWY-102|	gibberellin inactivation I (2&beta;-hydroxylation)	false	54	3	0	0	RXN-113 RXN-114 RXN-171 
|PWY-1042|	glycolysis IV	false	60	0	1	0	F16ALDOLASE-RXN TRIOSEPISOMERIZATION-RXN GAPOXNPHOSPHN-RXN PHOSGLYPHOS-RXN 2PGADEHYDRAT-RXN PEPDEPHOS-RXN 
|PWY-1081|	homogalacturonan degradation	false	0	1	0	0	
|PWY-112|	lupeol biosynthesis	false	0	0	0	0	
|PWY-1164|	carbon disulfide oxidation I (anaerobic)	false	0	0	0	0	
|PWY-116|	coniferin metabolism	false	0	2	0	0	
|PWY-1263|	taurine degradation I	false	0	0	0	0	
|PWY-1264|	taurine degradation II	false	0	0	0	0	
|PWY-1269|	CMP-3-deoxy-D-manno-octulosonate biosynthesis	false	0	0	1	0	
|PWY-1281|	sulfoacetaldehyde degradation I	true	100	0	1	1	RXN-2364 PHOSACETYLTRANS-RXN 
|PWY1-2|	L-alanine degradation IV	false	0	0	0	0	
|PWY-1341|	phenylacetate degradation II (anaerobic)	false	25	1	0	0	
|PWY-1361|	benzoyl-CoA degradation I (aerobic)	false	14	1	1	0	
|PWY-1381|	fluorene degradation II	false	0	2	0	0	
|PWY1-3|	polyhydroxybutanoate biosynthesis	false	0	0	1	0	
|PWY-1422|	vitamin E biosynthesis (tocopherols)	false	0	0	0	0	
|PWY-142|	m-xylene degradation (anaerobic)	false	0	0	0	0	
|PWY-1501|	mandelate degradation I	false	0	0	1	0	
|PWY-1622|	formaldehyde assimilation I (serine pathway)	false	41	1	4	1	PEPCARBOX-RXN RXN-15513 2PGADEHYDRAT-RXN GKI-RXN 
|PWY-1641|	methane oxidation to methanol I	false	0	0	0	0	
|PWY-1722|	formate assimilation into 5,10-methylenetetrahydrofolate	true	100	0	1	1	METHENYLTHFCYCLOHYDRO-RXN FORMATETHFLIG-RXN METHYLENETHFDEHYDROG-NADP-RXN 
|PWY-1723|	formaldehyde oxidation VI (H4MPT pathway)	false	0	0	0	0	
|PWY-1781|	&beta;-alanine degradation II	false	0	0	1	0	
|PWY-1801|	formaldehyde oxidation II (glutathione-dependent)	false	0	0	1	0	
|PWY-181|	photorespiration	false	33	1	1	0	GLY3KIN-RXN GCVMULTI-RXN 
|PWY-1861|	formaldehyde assimilation II (assimilatory RuMP Cycle)	false	66	0	2	0	F16ALDOLASE-RXN 2TRANSKETO-RXN TRANSALDOL-RXN 1TRANSKETO-RXN RIBULP3EPIM-RXN RIB5PISOM-RXN 
|PWY-1881|	formate oxidation to CO2	false	0	0	0	0	
|PWY18C3-22|	methylsalicylate biosynthesis	false	0	1	0	0	
|PWY18C3-23|	guaiacol biosynthesis	false	0	0	0	0	
|PWY18C3-2|	solasodine and soladulcidine biosynthesis	false	0	10	0	0	
|PWY18C3-3|	&alpha;-tomatine biosynthesis	false	0	14	0	0	
|PWY18C3-5|	&alpha;-tomatine degradation	false	16	4	0	0	RXN18C3-14 
|PWY18C3-7|	cembratrienediol biosynthesis	false	0	4	0	0	
|PWY18C3-9|	diacylsucrose biosynthesis (Solanum)	false	0	5	0	0	
|PWY18HP-2|	decaprenoxanthin diglucoside biosynthesis	false	0	0	1	0	
|PWY-1901|	aurone biosynthesis	false	0	9	0	0	
|PWY1A0-6120|	streptorubin B biosynthesis	false	26	9	0	0	
|PWY1A0-6325|	actinorhodin biosynthesis	false	0	6	0	0	
|PWY1G01-4|	glutarate degradation	false	0	0	1	0	
|PWY1G-0|	mycothiol biosynthesis	false	16	0	0	0	RXN1G-4 
|PWY1G-126|	mycothiol oxidation	false	0	0	0	0	
|PWY1G-170|	formaldehyde oxidation III (mycothiol-dependent)	false	0	1	0	0	
|PWY1G-1|	mycothiol-mediated detoxification	false	0	0	0	0	
|PWY1QP9-2|	fructosyllysine and glucosyllysine metabolism	false	0	2	0	0	
|PWY1YI0-1|	arsenate detoxification V	false	50	1	0	0	RXN1YI0-11 
|PWY1YI0-3|	aerobic respiration (NDH-1 to cytochrome c oxidase via plastocyanin)	false	0	0	0	0	
|PWY1YI0-6|	aerobic respiration in cyanobacteria (NDH-2 to cytochrome c oxidase via plastocyanin)	false	0	0	0	0	
|PWY1YI0-7|	protective electron sinks in the thylakoid membrane (PSII to PTOX)	false	0	0	0	0	
|PWY1ZNC-1|	assimilatory sulfate reduction IV	false	25	0	0	0	SULFATE-ADENYLYLTRANS-RXN 
|PWY-2161|	folate polyglutamylation	true	80	0	0	0	FOLYLPOLYGLUTAMATESYNTH-RXN RXN0-2921 FORMYLTHFGLUSYNTH-RXN FORMATETHFLIG-RXN 
|PWY-2201|	folate transformations I	false	40	0	0	0	GCVMULTI-RXN METHENYLTHFCYCLOHYDRO-RXN FORMATETHFLIG-RXN METHYLENETHFDEHYDROG-NADP-RXN 
|PWY-2221|	Entner-Doudoroff pathway III (semi-phosphorylative)	false	50	0	0	0	GLUCONATE-DEHYDRATASE-RXN RXN-3443 2PGADEHYDRAT-RXN PEPDEPHOS-RXN 
|PWY-2242|	ammonia oxidation III	false	0	1	0	0	
|PWY-2261|	ascorbate glutathione cycle	false	0	1	0	0	
|PWY-2301|	myo-inositol biosynthesis	false	0	0	1	0	
|PWY-2361|	3-oxoadipate degradation	false	0	0	0	0	
|PWY-2381|	4-nitrobenzoate degradation	false	0	0	0	0	
|PWY-2421|	indole-3-acetate degradation I	false	0	0	0	0	
|PWY-2503|	benzoate degradation I (aerobic)	false	0	0	1	0	
|PWY-2582|	brassinosteroid biosynthesis II	false	0	18	0	0	
|PWY-2601|	isethionate degradation	false	0	0	0	0	
|PWY-2622|	trehalose biosynthesis IV	true	100	0	0	0	5.4.99.16-RXN 
|PWY-2661|	trehalose biosynthesis V	false	33	0	1	0	RXN-4301 
|PWY-2681|	trans-zeatin biosynthesis	false	0	10	0	0	
|PWY-2721|	trehalose degradation III	false	0	0	0	0	
|PWY-2722|	trehalose degradation IV	false	33	0	1	0	GLUCOKIN-RXN 
|PWY-283|	benzoate degradation II (aerobic and anaerobic)	false	0	0	0	0	
|PWY-2941|	L-lysine biosynthesis II	false	55	1	1	0	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-2942|	L-lysine biosynthesis III	false	66	0	1	0	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-2981|	diterpene phytoalexins precursors biosynthesis	false	0	11	0	0	
|PWY-2|	putrescine degradation IV	false	0	0	0	0	
|PWY-301|	cyclohexane-1-carboxylate degradation (anaerobic)	false	50	0	0	0	R281-RXN 
|PWY-3061|	menthol biosynthesis	false	0	9	0	0	
|PWY-3081|	L-lysine biosynthesis V	false	22	0	3	0	2-AMINOADIPATE-AMINOTRANSFERASE-RXN RXN-5184 
|PWY-3101|	flavonol biosynthesis	false	28	2	0	0	
|PWY-3161|	indole-3-acetate biosynthesis III (bacteria)	false	0	0	1	0	
|PWY-3162|	L-tryptophan degradation V (side chain pathway)	false	0	11	0	0	
|PWY-3181|	L-tryptophan degradation VI (via tryptamine)	false	33	1	0	0	RXN-1401 
|PWY-3461|	L-tyrosine biosynthesis II	false	33	0	1	0	PREPHENATE-TRANSAMINE-RXN 
|PWY-3462|	L-phenylalanine biosynthesis II	false	33	0	1	0	PREPHENATE-TRANSAMINE-RXN 
|PWY-3561|	choline biosynthesis III	false	0	0	0	0	
|PWY-3602|	L-carnitine degradation II	false	0	2	1	0	
|PWY-361|	phenylpropanoid biosynthesis	false	26	8	0	0	RXN-1102 RXN-1125 CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN RXN-2602 
|PWY-3641|	L-carnitine degradation III	false	0	0	1	0	
|PWY-3661|	glycine betaine degradation I	false	20	0	1	0	RXN-15125 
|PWY-3721|	choline degradation II	false	0	0	0	0	
|PWY-3722|	glycine betaine biosynthesis II (Gram-positive bacteria)	false	50	0	0	0	RXN-6021 
|PWY-3781|	aerobic respiration I (cytochrome c)	false	25	0	0	0	SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN 
|PWY-3801|	sucrose degradation II (sucrose synthase)	false	60	0	1	0	GLUC1PURIDYLTRANS-RXN PGLUCISOM-RXN PHOSPHOGLUCMUT-RXN 
|PWY-3881|	mannitol biosynthesis	false	0	1	0	0	
|PWY-3941|	&beta;-alanine biosynthesis II	false	0	0	1	0	
|PWY-3981|	&beta;-alanine biosynthesis I	false	0	0	0	0	
|PWY-3982|	uracil degradation I (reductive)	false	0	0	0	0	
|PWY3DJ-11281|	sphingomyelin metabolism	false	0	1	0	0	
|PWY3O-1743|	D-mannose degradation II	false	0	0	0	0	
|PWY3O-246|	(R,R)-butanediol degradation	false	0	0	0	0	
|PWY3O-4106|	NAD salvage pathway IV (from nicotinamide riboside)	false	0	0	0	0	
|PWY3O-4107|	NAD salvage pathway V (PNC V cycle)	false	60	0	0	0	NICONUCADENYLYLTRAN-RXN NICOTINATEPRIBOSYLTRANS-RXN NAD-SYNTH-GLN-RXN 
|PWY3O-440|	pyruvate fermentation to acetoin III	false	0	1	0	0	
|PWY3O-450|	phosphatidylcholine biosynthesis I	false	0	0	0	0	
|PWY-3|	putrescine degradation V	false	0	0	1	0	
|PWY-4081|	glutathione-peroxide redox reactions	false	0	0	0	0	
|PWY-40|	putrescine biosynthesis I	false	0	0	0	0	
|PWY-4101|	D-sorbitol degradation I	false	0	0	0	0	
|PWY-4121|	glutathionylspermidine biosynthesis	false	0	0	0	0	
|PWY-4181|	glutathione amide metabolism	false	0	1	0	0	
|PWY-4201|	volatile cinnamoic ester biosynthesis	false	0	4	0	0	
|PWY-4261|	glycerol degradation I	false	0	0	0	0	
|PWY-4341|	L-glutamate biosynthesis V	true	100	0	0	0	GLUTAMATE-SYNTHASE-FERREDOXIN-RXN 
|PWY-4361|	S-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation I	false	0	0	1	0	
|PWY-4381|	fatty acid biosynthesis initiation (type II)	false	33	0	1	0	RXN0-5055 
|PWY-43|	putrescine biosynthesis II	false	0	0	0	0	
|PWY-4521|	arsenite oxidation I (respiratory)	false	0	0	0	0	
|PWY-4601|	arsenate reduction (respiratory)	false	0	0	0	0	
|PWY-4621|	arsenate detoxification II (glutaredoxin)	false	0	0	0	0	
|PWY-46|	putrescine biosynthesis III	false	0	0	0	0	
|PWY-4722|	creatinine degradation II	false	20	0	0	0	CREATININE-DEAMINASE-RXN 
|PWY-4741|	creatinine degradation III	false	0	2	0	0	
|PWY-481|	ethylbenzene degradation (anaerobic)	false	20	0	0	0	RXN-1302 
|PWY-4861|	UDP-&alpha;-D-galacturonate biosynthesis I (from UDP-D-glucuronate)	false	0	0	0	0	
|PWY490-3|	nitrate reduction VI (assimilatory)	false	50	0	0	0	GLUTAMINESYN-RXN GLUTDEHYD-RXN 
|PWY490-4|	L-asparagine biosynthesis III (tRNA-dependent)	true	100	0	1	1	RXN490-3616 GLUTAMIN-RXN RXN-20080 RXN-20081 
|PWY-4921|	protein citrullination	false	0	0	0	0	
|PWY-4981|	L-proline biosynthesis II (from arginine)	false	0	0	0	0	
|PWY-4984|	urea cycle	false	60	0	1	0	ORNCARBAMTRANSFER-RXN ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN 
|PWY-4|	UDP-&alpha;-D-galacturonate biosynthesis II (from D-galacturonate)	false	0	1	0	0	
|PWY-5022|	4-aminobutanoate degradation V	false	14	0	0	0	GLUTAMATE-DEHYDROGENASE-RXN 
|PWY-5024|	L-arginine degradation XI	false	0	0	2	0	
|PWY-5025|	indole-3-acetate biosynthesis IV (bacteria)	false	0	0	0	0	
|PWY-5026|	indole-3-acetate biosynthesis V (bacteria and fungi)	true	100	0	0	0	RXN-1404 
|PWY-5027|	phylloquinol biosynthesis	false	25	1	0	0	
|PWY-5028|	L-histidine degradation II	false	20	0	0	0	HISTIDINE-AMMONIA-LYASE-RXN 
|PWY-5029|	3-(imidazol-5-yl)lactate salvage	false	0	1	0	0	
|PWY-5033|	nicotinate degradation II	false	0	2	0	0	
|PWY-5041|	S-adenosyl-L-methionine salvage II	true	100	0	1	1	S-ADENMETSYN-RXN ADENOSYLHOMOCYSTEINASE-RXN HOMOCYSMET-RXN 
|PWY-5045|	pinosylvin metabolism	false	0	3	0	0	
|PWY-5046|	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	false	33	0	1	0	RXN-7719 
|PWY-5055|	nicotinate degradation III	false	11	1	0	0	
|PWY-5057|	L-valine degradation II	false	33	0	1	0	BRANCHED-CHAINAMINOTRANSFERVAL-RXN 
|PWY-5063|	phytyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5068|	chlorophyll cycle	false	16	1	0	0	
|PWY-5074|	mevalonate degradation	false	0	0	0	0	
|PWY-5075|	L-leucine degradation II	false	0	3	0	0	
|PWY-5080|	very long chain fatty acid biosynthesis I	false	25	1	0	0	
|PWY-5084|	2-oxoglutarate decarboxylation to succinyl-CoA	false	33	0	1	0	RXN-7716 
|PWY-5086|	chlorophyll a biosynthesis I	false	0	0	2	0	
|PWY-5087|	L-glutamate degradation VI (to pyruvate)	false	0	2	0	0	
|PWY-5094|	naringenin glycoside biosynthesis	false	0	3	0	0	
|PWY-5097|	L-lysine biosynthesis VI	false	57	0	2	0	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN DIHYDRODIPICSYN-RXN DIAMINOPIMDECARB-RXN RXN-14014 
|PWY-5101|	L-isoleucine biosynthesis II	false	50	0	1	0	ACETOOHBUTSYN-RXN RXN-16062 DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN 
|PWY-5103|	L-isoleucine biosynthesis III	false	85	2	1	0	ACETOOHBUTSYN-RXN ACETOOHBUTREDUCTOISOM-RXN DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN 
|PWY-5104|	L-isoleucine biosynthesis IV	false	66	0	1	0	ACETOOHBUTSYN-RXN RXN-16062 DIHYDROXYMETVALDEHYDRAT-RXN BRANCHED-CHAINAMINOTRANSFERILEU-RXN 
|PWY-5105|	hesperitin glycoside biosynthesis	false	0	4	0	0	
|PWY-5108|	L-isoleucine biosynthesis V	false	33	0	1	0	BRANCHED-CHAINAMINOTRANSFERILEU-RXN 
|PWY-5120|	geranylgeranyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5122|	geranyl diphosphate biosynthesis	true	100	0	0	0	GPPSYN-RXN 
|PWY-5123|	trans, trans-farnesyl diphosphate biosynthesis	false	33	0	1	0	GPPSYN-RXN 
|PWY-5129|	sphingolipid biosynthesis (plants)	false	0	4	0	0	
|PWY-5137|	fatty acid &beta;-oxidation III (unsaturated, odd number)	false	0	0	0	0	
|PWY-5142|	acyl-[acyl-carrier protein] thioesterase pathway	false	0	0	0	0	
|PWY-5143|	long-chain fatty acid activation	true	100	0	0	0	RXN-7904 
|PWY-5148|	acyl-CoA hydrolysis	false	0	0	0	0	
|PWY-5151|	L-tyrosine degradation II	false	50	1	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-5152|	leucodelphinidin biosynthesis	false	20	1	0	0	
|PWY-5154|	L-arginine biosynthesis III (via N-acetyl-L-citrulline)	false	77	0	1	0	ARGSUCCINSYN-RXN ARGSUCCINLYA-RXN CARBPSYN-RXN N-ACETYLTRANSFER-RXN ACETYLGLUTKIN-RXN N-ACETYLGLUTPREDUCT-RXN ACETYLORNTRANSAM-RXN 
|PWY-5155|	&beta;-alanine biosynthesis III	false	0	0	0	0	
|PWY-5159|	trans-4-hydroxy-L-proline degradation II	false	0	0	2	0	
|PWY-5162|	2-hydroxypenta-2,4-dienoate degradation	false	33	0	0	0	ACETALD-DEHYDROG-RXN 
|PWY-5163|	p-cumate degradation to 2-hydroxypentadienoate	false	20	0	1	1	RXN-664 
|PWY-5165|	4-toluenesulfonate degradation II	false	0	1	0	0	
|PWY-5169|	cyanuric acid degradation II	false	0	0	0	0	
|PWY-5170|	melamine degradation	false	0	0	0	0	
|PWY-5171|	N-cyclopropylmelamine degradation	false	0	3	0	0	
|PWY-5177|	glutaryl-CoA degradation	false	40	0	0	0	GLUTARYL-COA-DEHYDROG-RXN GLUTACONYL-COA-DECARBOXYLASE-RXN 
|PWY-5188|	tetrapyrrole biosynthesis I (from glutamate)	false	16	0	0	0	GLURS-RXN 
|PWY-5189|	tetrapyrrole biosynthesis II (from glycine)	false	0	0	0	0	
|PWY-5194|	siroheme biosynthesis	false	0	0	0	0	
|PWY-5196|	factor 430 biosynthesis	false	0	4	0	0	
|PWY-5197|	lactate biosynthesis (archaea)	false	0	2	0	0	
|PWY-5198|	factor 420 biosynthesis II (mycobacteria)	false	0	0	1	0	
|PWY-5199|	factor 420 polyglutamylation	false	0	0	0	0	
|PWY-5203|	soybean saponin I biosynthesis	false	0	8	0	0	
|PWY-5254|	methanofuran biosynthesis	false	0	3	0	0	
|PWY-5274|	sulfide oxidation II (flavocytochrome c)	false	0	0	0	0	
|PWY-5276|	sulfite oxidation I	false	0	0	0	0	
|PWY-5277|	thiosulfate disproportionation I (thiol-dependent)	false	0	1	0	0	
|PWY-5278|	sulfite oxidation III	false	50	0	1	0	SULFATE-ADENYLYLTRANS-RXN 
|PWY-5279|	sulfite oxidation II	false	0	0	0	0	
|PWY-5280|	L-lysine degradation IV	false	20	0	0	0	VAGL-RXN 
|PWY-5283|	L-lysine degradation V	false	12	0	1	0	2-AMINOADIPATE-AMINOTRANSFERASE-RXN 
|PWY-5285|	sulfide oxidation III (to sulfite)	false	0	0	0	0	
|PWY-5288|	astaxanthin biosynthesis (bacteria, fungi, algae)	false	0	0	0	0	
|PWY-5296|	thiosulfate oxidation III (multienzyme complex)	false	20	1	0	0	
|PWY-5297|	siroheme amide biosynthesis	false	0	1	0	0	
|PWY-5298|	L-lysine degradation VI	false	0	0	0	0	
|PWY-5301|	ajmaline and sarpagine biosynthesis	false	5	15	0	0	RXN-12673 
|PWY-5302|	sulfur disproportionation II (aerobic)	false	0	0	0	0	
|PWY-5303|	thiosulfate oxidation II (via tetrathionate)	false	0	2	0	0	
|PWY-5314|	L-lysine degradation VIII	false	0	0	0	0	
|PWY-5315|	N-methyl-&Delta;1-pyrrolinium cation biosynthesis	false	0	0	0	0	
|PWY-5329|	L-cysteine degradation III	false	0	0	0	0	
|PWY-5331|	taurine biosynthesis I	false	0	0	0	0	
|PWY-5332|	sulfur reduction I	false	0	0	0	0	
|PWY-5336|	carbon disulfide oxidation II (aerobic)	false	0	1	0	0	
|PWY-5340|	sulfate activation for sulfonation	false	50	0	0	0	SULFATE-ADENYLYLTRANS-RXN 
|PWY-5344|	L-homocysteine biosynthesis	true	100	0	0	0	ACETYLHOMOSER-CYS-RXN HOMOSERINE-O-ACETYLTRANSFERASE-RXN 
|PWY-5350|	thiosulfate disproportionation IV (rhodanese)	false	0	0	0	0	
|PWY-5352|	thiosulfate disproportionation II (cytochrome)	false	0	0	0	0	
|PWY-5358|	tetrathionate reduction I (to thiosulfate)	false	0	1	0	0	
|PWY-5359|	tetrathionate reductiuon II (to trithionate)	false	0	1	0	0	
|PWY-5364|	sulfur reduction II (via polysulfide)	false	0	0	0	0	
|PWY-5366|	palmitoleate biosynthesis II (plants and bacteria)	false	0	0	0	0	
|PWY-5370|	carbon tetrachloride degradation I	false	0	2	0	0	
|PWY-5372|	carbon tetrachloride degradation II	false	0	0	1	0	
|PWY-5381|	NAD salvage (plants)	false	54	2	0	0	RXN-8441 NICOTINATEPRIBOSYLTRANS-RXN NICONUCADENYLYLTRAN-RXN NAD-SYNTH-GLN-RXN 
|PWY-5382|	hydrogen oxidation II (aerobic, NAD)	false	0	0	0	0	
|PWY-5384|	sucrose degradation IV (sucrose phosphorylase)	true	75	0	1	1	SUCROSE-PHOSPHORYLASE-RXN PGLUCISOM-RXN PHOSPHOGLUCMUT-RXN 
|PWY-5386|	methylglyoxal degradation I	false	0	0	2	0	
|PWY-5389|	3-methylthiopropanoate biosynthesis	false	0	0	0	0	
|PWY-5391|	syringetin biosynthesis	false	0	3	0	0	
|PWY-5392|	reductive TCA cycle II	false	41	0	2	0	FUMHYDR-RXN SUCCCOASYN-RXN ACONITATEHYDR-RXN ACONITATEDEHYDR-RXN R601-RXN 
